,typeId,country,industry,objectives,tool,vulnerability,action,records_affected,unauthorized_result,monetary_loss,cluster
8698,prdb-7405,US,Medical,null,null,null,null,13237,null,null,0
8699,prdb-7406,US,Medical,null,null,Configuration Network,null,13237,null,null,0
8700,prdb-7407,US,Medical,null,null,null,Physical Theft,2000,null,null,0
8727,prdb-7434,US,Medical,null,null,null,null,1980,null,null,0
8741,prdb-7448,US,Medical,null,null,Configuration Network,null,15478,null,null,0
8746,prdb-7453,US,Medical,null,null,null,null,1349,null,null,0
8747,prdb-7454,US,Medical,null,null,Physical Documents Design Software Configuration Network,null,1349,null,null,0
8748,prdb-7455,US,Medical,null,null,null,null,1400,null,null,0
8751,prdb-7458,US,Medical,null,null,null,Physical Theft,1400,null,null,0
8756,prdb-7463,US,Medical,null,null,null,null,2029,null,null,0
8757,prdb-7464,US,Medical,null,null,null,null,2029,null,null,0
8759,prdb-7466,US,Medical,null,null,null,null,16228,null,null,0
8760,prdb-7467,US,Medical,null,null,Configuration Network,null,16228,null,null,0
8764,prdb-7471,US,Medical,null,null,null,Physical Loss,1456,null,null,0
8765,prdb-7472,US,Medical,null,null,Physical Documents,null,1456,null,null,0
8770,prdb-7477,US,Medical,null,null,Configuration Network,null,16000,null,null,0
8778,prdb-7485,US,Medical,null,null,null,null,1500,null,null,0
8779,prdb-7486,US,Medical,null,Script or Program Ransomware,Configuration Network,null,1500,null,null,0
8783,prdb-7490,US,Medical,null,null,null,Physical Theft,20,null,null,0
8798,prdb-7505,US,Medical,null,null,null,null,1987,null,null,0
8800,prdb-7507,US,Medical,null,null,null,null,14236,null,null,0
8801,prdb-7508,US,Medical,null,null,Configuration Network,null,14236,null,null,0
8802,prdb-7509,US,Medical,null,null,null,null,2124,null,null,0
8803,prdb-7510,US,Medical,null,null,null,null,2124,null,null,0
8818,prdb-7525,US,Medical,null,null,null,null,1466,null,null,0
8819,prdb-7526,US,Medical,null,null,Implementation Email Configuration Network,null,1466,null,null,0
8831,prdb-7538,US,Medical,null,null,Configuration Network,null,16000,null,null,0
8832,prdb-7539,US,Medical,null,null,null,null,13112,null,null,0
8833,prdb-7540,US,Medical,null,null,Implementation Email,null,13112,null,null,0
8834,prdb-7541,US,Medical,null,null,null,Spoof Phishing,13000,null,null,0
8848,prdb-7555,US,Medical,null,null,null,Physical Theft,1235,null,null,0
8853,prdb-7560,US,Medical,null,null,null,null,1349,null,null,0
8860,prdb-7567,US,Medical,null,null,Configuration Network,null,1341,null,null,0
8866,prdb-7573,US,Medical,null,null,null,null,2006,null,null,0
8867,prdb-7574,US,Medical,null,null,null,null,1458,null,null,0
8871,prdb-7578,US,Medical,null,null,null,null,1408,null,null,0
8876,prdb-7583,US,Medical,null,null,Implementation Email,null,1745,null,null,0
8880,prdb-7587,US,Medical,null,null,null,null,18854,null,null,0
8881,prdb-7588,US,Medical,null,null,null,null,12413,null,null,0
8905,prdb-7612,US,Medical,null,null,Configuration Network,null,12994,null,null,0
8907,prdb-7614,US,Medical,null,null,Implementation Email,null,14719,null,null,0
8917,prdb-7624,US,Medical,null,null,null,null,2013,null,null,0
8924,prdb-7631,US,Medical,null,null,null,null,1443,null,null,0
8925,prdb-7632,US,Medical,null,null,null,null,1443,null,null,0
8928,prdb-7635,US,Medical,null,null,Implementation Social media Configuration Network,null,15000,null,null,0
8930,prdb-7637,US,Medical,null,null,null,null,15000,null,null,0
8931,prdb-7638,US,Medical,null,null,Configuration Network,null,13150,null,null,0
8934,prdb-7641,US,Medical,null,null,Configuration Network,null,1375,null,null,0
8941,prdb-7648,US,Medical,null,null,Implementation Email,null,1320,null,null,0
8948,prdb-7655,US,Medical,null,null,Implementation Email,null,1700,null,null,0
8953,prdb-7660,US,Medical,null,null,Implementation Email,null,1249,null,null,0
8964,prdb-7671,US,Medical,null,null,null,null,1586,null,null,0
8970,prdb-7677,US,Medical,null,null,Configuration Network,null,11707,null,null,0
8973,prdb-7680,US,Medical,null,null,Configuration Network,null,15400,null,null,0
8981,prdb-7688,US,Medical,null,null,Implementation Email,null,12731,null,null,0
8991,prdb-7698,US,Medical,null,null,Implementation Email,null,12731,null,null,0
9006,prdb-7713,US,Medical,null,null,Configuration Phone,Physical Theft,14005,null,null,0
9009,prdb-7716,US,Medical,null,null,null,null,13861,null,null,0
9020,prdb-7727,US,Medical,null,null,null,null,1291,null,null,0
9030,prdb-7737,US,Medical,null,null,Implementation Email,null,1417,null,null,0
9031,prdb-7738,US,Medical,null,null,null,null,1320,null,null,0
9033,prdb-7740,US,Medical,null,null,null,null,1298,null,null,0
9041,prdb-7748,US,Medical,null,Script or Program Ransomware,Implementation Email Configuration Network Website,null,17634,null,null,0
9044,prdb-7751,US,Medical,null,null,null,null,1911,null,null,0
9046,prdb-7753,US,Medical,null,null,Implementation Email,null,160000,null,null,0
9054,prdb-7761,US,Medical,null,null,Implementation Email,null,1637,null,null,0
9059,prdb-7766,US,Medical,null,null,Implementation Email,null,1741,null,null,0
9061,prdb-7768,US,Medical,null,null,null,null,15326,null,null,0
9062,prdb-7769,US,Medical,null,null,null,null,1772,null,null,0
9068,prdb-7775,US,Medical,null,null,null,null,20431,null,null,0
9071,prdb-7778,US,Medical,null,null,Configuration Network,null,14633,null,null,0
9077,prdb-7784,US,Medical,null,null,null,null,2000,null,null,0
9084,prdb-7791,US,Medical,null,null,Configuration Network,null,1243,null,null,0
9100,prdb-7807,US,Medical,null,null,null,null,1239,null,null,0
9102,prdb-7809,US,Medical,null,null,Implementation Email,null,1278,null,null,0
9106,prdb-7813,US,Medical,null,null,null,null,2000,null,null,0
9107,prdb-7814,US,Medical,null,null,null,null,2000,null,null,0
9112,prdb-7819,US,Medical,null,null,Physical Documents,Physical Theft,15000,null,null,0
9117,prdb-7824,US,Medical,null,null,null,null,1842,null,null,0
9120,prdb-7827,US,Medical,null,null,Configuration Network,null,13402,null,null,0
9134,prdb-7841,US,Medical,null,null,null,null,2000,null,null,0
9141,prdb-7848,US,Medical,null,null,null,null,1900,null,null,0
9145,prdb-7852,US,Medical,null,null,Implementation Email,null,14900,null,null,0
9152,prdb-7859,US,Medical,null,null,Implementation Email Configuration Network,null,1200,null,null,0
9156,prdb-7863,US,Medical,null,null,null,null,1529,null,null,0
9159,prdb-7866,US,Medical,null,null,Implementation Email,Spoof Phishing,15000,null,null,0
9163,prdb-7870,US,Medical,null,null,null,null,2117,null,null,0
9171,prdb-7878,US,Medical,null,null,Implementation Email,null,1200,null,null,0
9174,prdb-7881,US,Medical,null,null,Implementation Email,null,18000,null,null,0
9180,prdb-7887,US,Medical,null,null,Configuration Network,null,14000,null,null,0
9181,prdb-7888,US,Medical,null,null,Implementation Email,null,1190,null,null,0
9182,prdb-7889,US,Medical,null,null,null,null,1396,null,null,0
9186,prdb-7893,US,Medical,null,null,Implementation Email,null,17309,null,null,0
9188,prdb-7895,US,Medical,null,null,null,null,2069,null,null,0
9189,prdb-7896,US,Medical,null,null,Configuration Network,null,15761,null,null,0
9191,prdb-7898,US,Medical,null,null,null,null,1272,null,null,0
9199,prdb-7906,US,Medical,null,null,null,null,11887,null,null,0
9207,prdb-7914,US,Medical,null,null,Implementation Email,null,15212,null,null,0
9208,prdb-7915,US,Medical,null,null,Configuration Network,null,12861,null,null,0
9209,prdb-7916,US,Medical,null,null,Configuration Network,null,12806,null,null,0
9210,prdb-7917,US,Medical,null,null,Configuration Network,null,11798,null,null,0
9211,prdb-7918,US,Medical,null,null,null,null,1458,null,null,0
9222,prdb-7929,US,Medical,null,null,null,null,1697,null,null,0
9231,prdb-7938,US,Medical,null,null,null,null,1594,null,null,0
9232,prdb-7939,US,Medical,null,null,null,null,1594,null,null,0
9233,prdb-7940,US,Medical,null,null,null,null,1969,null,null,0
9234,prdb-7941,US,Medical,null,null,null,null,1969,null,null,0
9235,prdb-7942,US,Medical,null,null,null,null,13004,null,null,0
9236,prdb-7943,US,Medical,null,null,null,null,13004,null,null,0
9239,prdb-7946,US,Medical,null,null,Configuration Network,null,128000,null,null,0
9240,prdb-7947,US,Medical,null,null,Implementation Email,null,1359,null,null,0
9241,prdb-7948,US,Medical,null,null,Implementation Email,null,1359,null,null,0
9251,prdb-7958,US,Medical,null,null,Configuration Network,null,12789,null,null,0
9252,prdb-7959,US,Medical,null,null,Configuration Network,null,12789,null,null,0
9253,prdb-7960,US,Medical,null,null,null,null,1200,null,null,0
9254,prdb-7961,US,Medical,null,Script or Program Ransomware,Physical Documents,null,128000,null,null,0
9255,prdb-7962,US,Medical,null,null,Implementation Email,null,16562,null,null,0
9256,prdb-7963,US,Medical,null,null,null,null,1715,null,null,0
9260,prdb-7967,US,Medical,null,null,Implementation Email,null,1300,null,null,0
9262,prdb-7969,US,Medical,null,null,Configuration Network,null,1617,null,null,0
9266,prdb-7973,US,Medical,null,null,null,null,1551,null,null,0
9267,prdb-7974,US,Medical,null,null,Configuration Network,null,1469,null,null,0
9269,prdb-7976,US,Medical,null,null,null,null,1915,null,null,0
9274,prdb-7981,US,Medical,null,null,Configuration Network,null,1506,null,null,0
9278,prdb-7985,US,Medical,null,null,Implementation Email,null,1716,null,null,0
9285,prdb-7992,US,Medical,null,null,null,null,12172,null,null,0
9286,prdb-7993,US,Medical,null,null,null,null,1600,null,null,0
9290,prdb-7997,US,Medical,null,null,null,null,1551,null,null,0
9291,prdb-7998,US,Medical,null,null,null,null,1850,null,null,0
9293,prdb-8000,US,Medical,null,null,Implementation Email,null,1208,null,null,0
9296,prdb-8003,US,Medical,null,null,null,Spoof Phishing,1200,null,null,0
9302,prdb-8009,US,Medical,null,null,null,null,1303,null,null,0
9305,prdb-8012,US,Medical,null,null,Configuration Network,null,16474,null,null,0
9326,prdb-8033,US,Medical,null,null,Configuration Network,null,1205,null,null,0
9327,prdb-8034,US,Medical,null,null,Implementation Email,null,1160,null,null,0
9337,prdb-8044,US,Medical,null,null,null,null,1900,null,null,0
9340,prdb-8047,US,Medical,null,null,null,null,1380,null,null,0
9342,prdb-8049,US,Medical,null,null,null,null,1272,null,null,0
9344,prdb-8051,US,Medical,null,null,Configuration Network,null,16238,null,null,0
9350,prdb-8057,US,Medical,null,null,null,null,1309,null,null,0
9361,prdb-8068,US,Medical,null,null,null,null,135,null,null,0
9363,prdb-8070,US,Medical,null,null,null,null,2,null,null,0
9368,prdb-8075,US,Medical,null,null,Configuration Network,null,1500,null,null,0
9380,prdb-8087,US,Medical,null,null,Implementation Email,null,1670,null,null,0
9403,prdb-8110,US,Medical,null,null,null,null,1834,null,null,0
9410,prdb-8117,US,Medical,null,null,Configuration Network,null,1345,null,null,0
9412,prdb-8119,US,Medical,null,null,Implementation Email,null,1512,null,null,0
9413,prdb-8120,US,Medical,null,null,Configuration Network,null,134512,null,null,0
9416,prdb-8123,US,Medical,null,null,Configuration Network,null,13500,null,null,0
9417,prdb-8124,US,Medical,null,null,null,null,1843,null,null,0
9420,prdb-8127,US,Medical,null,null,null,null,1424,null,null,0
9422,prdb-8129,US,Medical,null,null,Configuration Network,null,15046,null,null,0
9424,prdb-8131,US,Medical,null,null,null,null,13942,null,null,0
9426,prdb-8133,US,Medical,null,null,null,null,1412,null,null,0
9429,prdb-8136,US,Medical,null,null,null,null,1755,null,null,0
9433,prdb-8140,US,Medical,null,null,null,null,1922,null,null,0
9439,prdb-8146,US,Medical,null,null,null,null,1600,null,null,0
9445,prdb-8152,US,Medical,null,null,Implementation Email,null,11521,null,null,0
9450,prdb-8157,US,Medical,null,null,null,null,1480,null,null,0
9451,prdb-8158,US,Medical,null,null,null,null,2000,null,null,0
9455,prdb-8162,US,Medical,null,null,null,null,2100,null,null,0
9459,prdb-8166,US,Medical,null,null,null,null,1658,null,null,0
9462,prdb-8169,US,Medical,null,null,Implementation Email,null,1717,null,null,0
9465,prdb-8172,US,Medical,null,null,Implementation Email,null,1776,null,null,0
9469,prdb-8176,US,Medical,null,null,Implementation Email,null,16429,null,null,0
9470,prdb-8177,US,Medical,null,null,null,null,12158,null,null,0
9477,prdb-8184,US,Medical,null,null,Implementation Email,null,16000,null,null,0
9486,prdb-8193,US,Medical,null,null,Implementation Email,null,15995,null,null,0
9492,prdb-8199,US,Medical,null,null,Implementation Email,null,1692,null,null,0
9493,prdb-8200,US,Medical,null,null,null,null,1331,null,null,0
9495,prdb-8202,US,Medical,null,null,Configuration Network,null,12724,null,null,0
9501,prdb-8208,US,Medical,null,null,Implementation Email,null,15552,null,null,0
9505,prdb-8212,US,Medical,null,null,null,null,2098,null,null,0
9506,prdb-8213,US,Medical,null,null,null,null,1764,null,null,0
9507,prdb-8214,US,Medical,null,null,null,null,2078,null,null,0
9508,prdb-8215,US,Medical,null,null,Implementation Email,null,1733,null,null,0
9517,prdb-8224,US,Medical,null,null,null,null,1765,null,null,0
9525,prdb-8232,US,Medical,null,null,null,null,1357,null,null,0
9531,prdb-8238,US,Medical,null,null,Implementation Email,null,1618,null,null,0
9538,prdb-8245,US,Medical,null,null,Implementation Email,null,1600,null,null,0
9539,prdb-8246,US,Medical,null,null,Implementation Email,null,16000,null,null,0
9541,prdb-8248,US,Medical,null,null,Implementation Email,null,13443,null,null,0
9545,prdb-8252,US,Medical,null,null,null,null,1311,null,null,0
9546,prdb-8253,US,Medical,null,null,null,null,1263,null,null,0
9547,prdb-8254,US,Medical,null,null,null,null,1805,null,null,0
9554,prdb-8261,US,Medical,null,null,Implementation Email,null,1303,null,null,0
9556,prdb-8263,US,Medical,null,null,null,null,1463,null,null,0
9557,prdb-8264,US,Medical,null,null,null,null,1254,null,null,0
9561,prdb-8268,US,Medical,null,null,Configuration Network,null,1647,null,null,0
9575,prdb-8282,US,Medical,null,null,null,null,16154,null,null,0
9578,prdb-8285,US,Medical,null,null,null,null,2130,null,null,0
9585,prdb-8292,US,Medical,null,null,Implementation Email,null,13034,null,null,0
9595,prdb-8302,US,Medical,null,null,Implementation Email,null,1290,null,null,0
9596,prdb-8303,US,Medical,null,null,null,null,1310,null,null,0
9604,prdb-8311,US,Medical,null,null,Implementation Email,null,1790,null,null,0
9605,prdb-8312,US,Medical,null,null,Implementation Email,null,1165,null,null,0
9607,prdb-8314,US,Medical,null,null,null,null,2077,null,null,0
9613,prdb-8320,US,Medical,null,null,Implementation Email,null,1411,null,null,0
9615,prdb-8322,US,Medical,null,null,null,null,1776,null,null,0
9616,prdb-8323,US,Medical,null,null,null,null,1494,null,null,0
9620,prdb-8327,US,Medical,null,null,Configuration Network,null,1541,null,null,0
9621,prdb-8328,US,Medical,null,null,null,null,1567,null,null,0
9624,prdb-8331,US,Medical,null,null,null,null,16762,null,null,0
9625,prdb-8332,US,Medical,null,null,null,null,1449,null,null,0
9633,prdb-8340,US,Medical,null,null,Configuration Network,null,15974,null,null,0
9644,prdb-8351,US,Medical,null,null,null,null,1431,null,null,0
9647,prdb-8354,US,Medical,null,null,null,null,1248260,null,null,0
9648,prdb-8355,US,Medical,null,null,null,null,1332,null,null,0
9661,prdb-8368,US,Medical,null,null,null,null,12331,null,null,0
9665,prdb-8372,US,Medical,null,null,null,null,19254,null,null,0
9668,prdb-8375,US,Medical,null,null,null,null,1216,null,null,0
9674,prdb-8381,US,Medical,null,null,Implementation Email,null,128400,null,null,0
9677,prdb-8384,US,Medical,null,null,Implementation Email,null,165800,null,null,0
9682,prdb-8389,US,Medical,null,null,null,null,1971,null,null,0
9687,prdb-8394,US,Medical,null,null,Configuration Network,null,16276,null,null,0
9691,prdb-8398,US,Medical,null,null,Configuration Network,null,16000,null,null,0
9696,prdb-8403,US,Medical,null,null,null,null,1800,null,null,0
9698,prdb-8405,US,Medical,null,null,null,null,1211,null,null,0
9700,prdb-8407,US,Medical,null,null,null,null,1300,null,null,0
9712,prdb-8419,US,Medical,null,null,null,null,1808,null,null,0
9713,prdb-8420,US,Medical,null,null,null,null,1625,null,null,0
9715,prdb-8422,US,Medical,null,null,Implementation Email,null,12029,null,null,0
9728,prdb-8435,US,Medical,null,null,Implementation Email,null,1300,null,null,0
9732,prdb-8439,US,Medical,null,null,null,null,16440,null,null,0
9734,prdb-8441,US,Medical,null,null,Configuration Network,null,14000,null,null,0
9737,prdb-8444,US,Medical,null,null,null,null,1500,null,null,0
9738,prdb-8445,US,Medical,null,null,Configuration Network,null,12000,null,null,0
9743,prdb-8450,US,Medical,null,null,Implementation Email,null,1262,null,null,0
9752,prdb-8459,US,Medical,null,null,Configuration Network,null,1447,null,null,0
9753,prdb-8460,US,Medical,null,null,Configuration Network,null,1400,null,null,0
9757,prdb-8464,US,Medical,null,null,null,null,2088,null,null,0
9762,prdb-8469,US,Medical,null,null,Implementation Email,null,14894,null,null,0
9763,prdb-8470,US,Medical,null,null,null,null,1221,null,null,0
9768,prdb-8475,US,Medical,null,null,null,null,1700,null,null,0
9771,prdb-8478,US,Medical,null,null,null,null,1506,null,null,0
9775,prdb-8482,US,Medical,null,null,null,null,1902,null,null,0
9777,prdb-8484,US,Medical,null,null,Implementation Email,null,1200,null,null,0
9782,prdb-8489,US,Medical,null,null,null,null,20000,null,null,0
9785,prdb-8492,US,Medical,null,null,null,null,1191,null,null,0
9788,prdb-8495,US,Medical,null,null,Implementation Email,null,17531,null,null,0
9789,prdb-8496,US,Medical,null,null,Implementation Email,null,14305,null,null,0
9790,prdb-8497,US,Medical,null,null,Configuration Network,null,12542,null,null,0
9791,prdb-8498,US,Medical,null,null,Implementation Email,null,1719,null,null,0
9799,prdb-8506,US,Medical,null,null,Implementation Email,null,11658,null,null,0
9802,prdb-8509,US,Medical,null,null,Implementation Email,null,1434,null,null,0
9817,prdb-8524,US,Medical,null,null,Implementation Email,null,1436,null,null,0
9823,prdb-8530,US,Medical,null,null,Configuration Network,null,1308,null,null,0
9841,prdb-8548,US,Medical,null,null,Implementation Email,null,1228,null,null,0
9844,prdb-8551,US,Medical,null,null,null,null,2000,null,null,0
9848,prdb-8555,US,Medical,null,null,Configuration Network,null,1565340,null,null,0
9849,prdb-8556,US,Medical,null,null,null,null,20536,null,null,0
9852,prdb-8559,US,Medical,null,null,null,null,1893,null,null,0
9855,prdb-8562,US,Medical,null,null,Implementation Email,null,16819,null,null,0
9859,prdb-8566,US,Medical,null,null,null,null,1505,null,null,0
9865,prdb-8572,US,Medical,null,null,Implementation Email,null,14794,null,null,0
9868,prdb-8575,US,Medical,null,null,Implementation Email,null,16073,null,null,0
9869,prdb-8576,US,Medical,null,null,Implementation Email,null,1198,null,null,0
9874,prdb-8581,US,Medical,null,null,null,null,1811,null,null,0
9881,prdb-8588,US,Medical,null,null,null,null,16542,null,null,0
9889,prdb-8596,US,Medical,null,null,null,null,1200,null,null,0
9891,prdb-8598,US,Medical,null,null,null,null,2000,null,null,0
9892,prdb-8599,US,Medical,null,null,null,null,1980,null,null,0
9893,prdb-8600,US,Medical,null,null,null,null,1400,null,null,0
9902,prdb-8609,US,Medical,null,null,null,null,1282,null,null,0
9903,prdb-8610,US,Medical,null,null,null,null,2000,null,null,0
9904,prdb-8611,US,Medical,null,null,Configuration Network,null,141165,null,null,0
9912,prdb-8619,US,Medical,null,null,Implementation Email Configuration Network,null,1600,null,null,0
9917,prdb-8624,US,Medical,null,null,Implementation Email,null,1377,null,null,0
9920,prdb-8627,US,Medical,null,null,null,null,13299,null,null,0
9942,prdb-8649,US,Medical,null,null,null,null,1458,null,null,0
9944,prdb-8651,US,Medical,null,null,Configuration Network,null,140590,null,null,0
9954,prdb-8661,US,Medical,null,null,Implementation Email,null,14402,null,null,0
9960,prdb-8667,US,Medical,null,null,Implementation Email,null,1269,null,null,0
9969,prdb-8676,US,Medical,null,null,Configuration Network,null,13000,null,null,0
9971,prdb-8678,US,Medical,null,null,null,null,1293,null,null,0
9973,prdb-8680,US,Medical,null,null,Implementation Email,null,1653,null,null,0
9975,prdb-8682,US,Medical,null,null,null,null,19807,null,null,0
9977,prdb-8684,US,Medical,null,null,Implementation Email,null,1357,null,null,0
9980,prdb-8687,US,Medical,null,null,Implementation Email,null,13905,null,null,0
9987,prdb-8694,US,Medical,null,null,null,null,2000,null,null,0
9993,prdb-8700,US,Medical,null,null,Implementation Email,null,1498,null,null,0
9994,prdb-8701,US,Medical,null,null,null,null,1835,null,null,0
10002,prdb-8709,US,Medical,null,null,null,null,1260,null,null,0
10006,prdb-8713,US,Medical,null,null,null,null,15000,null,null,0
10020,prdb-8727,US,Medical,null,null,null,null,2000,null,null,0
10024,prdb-8731,US,Medical,null,null,Configuration Network,null,15982,null,null,0
10027,prdb-8734,US,Medical,null,null,Configuration Network,null,11754,null,null,0
10031,prdb-8738,US,Medical,null,null,Implementation Email,null,1655,null,null,0
10037,prdb-8744,US,Medical,null,null,null,null,1348,null,null,0
10038,prdb-8745,US,Medical,null,null,null,null,2113,null,null,0
10049,prdb-8756,US,Medical,null,null,null,null,12415,null,null,0
10050,prdb-8757,US,Medical,null,null,null,null,14881,null,null,0
10051,prdb-8758,US,Medical,null,null,Implementation Email,null,140209,null,null,0
10056,prdb-8763,US,Medical,null,null,Configuration Network,null,1442,null,null,0
10059,prdb-8766,US,Medical,null,null,Configuration Network,null,152000,null,null,0
10060,prdb-8767,US,Medical,null,null,Implementation Email,null,1189,null,null,0
10061,prdb-8768,US,Medical,null,null,null,null,19060,null,null,0
10063,prdb-8770,US,Medical,null,null,null,null,20418,null,null,0
10066,prdb-8773,US,NGO,null,null,Configuration Website,null,15000,null,null,0
10079,prdb-8786,US,NGO,null,null,null,null,12000,null,null,0
10082,prdb-8789,US,NGO,null,null,null,null,12000,null,null,0
10085,prdb-8792,US,NGO,null,null,null,null,14000,null,null,0
10087,prdb-8794,US,NGO,null,null,null,null,13000,null,null,0
10093,prdb-8800,US,NGO,null,null,null,null,2000,null,null,0
10094,prdb-8801,US,NGO,null,null,Configuration Website,null,140,null,null,0
10097,prdb-8804,US,NGO,null,null,null,null,200000,null,null,0
10107,prdb-8814,US,NGO,null,null,null,null,19000,null,null,0
10112,prdb-8819,US,NGO,null,null,null,null,1537,null,null,0
10115,prdb-8822,US,NGO,null,null,null,null,143,null,null,0
10117,prdb-8824,US,NGO,null,null,null,null,2000,null,null,0
10134,prdb-8841,US,NGO,null,null,null,Physical Loss,14000,null,null,0
10142,prdb-8849,US,NGO,null,null,Implementation Email,null,13,null,null,0
10149,prdb-8856,US,NGO,null,null,null,null,13000,null,null,0
10153,prdb-8860,US,NGO,null,null,null,null,180,null,null,0
10163,prdb-8870,US,NGO,null,null,null,null,15,null,null,0
10165,prdb-8872,US,NGO,null,null,Implementation SMS,null,15,null,null,0
10170,prdb-8877,US,NGO,null,null,Configuration Phone,null,1182,null,null,0
10182,prdb-8889,US,NGO,null,null,null,null,20966,null,null,0
10185,prdb-8892,US,null,null,null,null,null,2,null,null,0
10186,prdb-8893,US,null,null,null,null,null,134,null,null,0
10188,prdb-8895,US,null,null,null,null,null,18133,null,null,0
10189,prdb-8896,US,null,null,null,null,null,15,null,null,0
10193,prdb-8900,US,null,null,null,null,null,2,null,null,0
10196,prdb-8903,US,null,null,null,null,null,123,null,null,0
10199,prdb-8906,US,null,null,null,null,null,14,null,null,0
10216,prdb-8923,US,null,null,null,null,null,182,null,null,0
10220,prdb-8927,US,null,null,null,null,null,14734,null,null,0
10221,prdb-8928,US,null,null,null,null,null,207,null,null,0
10223,prdb-8930,US,null,null,null,null,null,153,null,null,0
10229,prdb-8936,US,null,null,null,null,null,12049,null,null,0
10237,prdb-8944,US,null,null,null,null,null,191,null,null,0
10239,prdb-8946,US,null,null,null,null,null,1664,null,null,0
10244,prdb-8951,US,null,null,null,null,null,1502,null,null,0
10251,prdb-8958,US,null,null,null,null,null,1775,null,null,0
10255,prdb-8962,US,null,null,null,null,null,2079,null,null,0
10258,prdb-8965,US,null,null,null,null,null,187,null,null,0
10266,prdb-8973,US,null,null,null,null,null,16,null,null,0
10277,prdb-8984,US,null,null,null,null,null,15422,null,null,0
10278,prdb-8985,US,null,null,null,null,null,149,null,null,0
10285,prdb-8992,US,null,null,null,null,null,2,null,null,0
10292,prdb-8999,US,null,null,null,null,null,1854,null,null,0
10296,prdb-9003,US,null,null,null,null,null,14,null,null,0
10299,prdb-9006,US,null,null,null,null,null,1413,null,null,0
10313,prdb-9020,US,null,null,null,null,null,194,null,null,0
10317,prdb-9024,US,null,null,null,null,null,125,null,null,0
10319,prdb-9026,US,null,null,null,null,null,17902,null,null,0
10320,prdb-9027,US,null,null,null,null,null,2074,null,null,0
10330,prdb-9037,US,null,null,null,null,null,182,null,null,0
10333,prdb-9040,US,null,null,null,null,null,17,null,null,0
10341,prdb-9048,US,null,null,null,null,null,18785,null,null,0
10342,prdb-9049,US,null,null,null,null,null,1595,null,null,0
10345,prdb-9052,US,null,null,null,null,null,2,null,null,0
10353,prdb-9060,US,null,null,null,null,null,1873,null,null,0
10369,prdb-9076,US,null,null,null,null,null,2,null,null,0
10376,prdb-9083,US,null,null,null,null,null,1706,null,null,0
10379,prdb-9086,US,null,null,null,null,null,1298,null,null,0
10390,prdb-9097,US,null,null,null,null,null,15,null,null,0
10392,prdb-9099,US,null,null,null,null,null,1456,null,null,0
10397,prdb-9104,US,null,null,null,null,null,141,null,null,0
10401,prdb-9108,US,null,null,null,null,null,161,null,null,0
10403,prdb-9110,US,null,null,null,null,null,20,null,null,0
10405,prdb-9112,US,null,null,null,null,null,1992,null,null,0
10408,prdb-9115,US,null,null,null,null,null,17618,null,null,0
10410,prdb-9117,US,null,null,null,null,null,168490,null,null,0
10421,prdb-9128,US,null,null,null,null,null,162507,null,null,0
10424,prdb-9131,US,null,null,null,null,null,187749,null,null,0
10434,prdb-9141,US,null,null,null,null,null,18,null,null,0
10437,prdb-9144,US,null,null,null,null,null,13927,null,null,0
10443,prdb-9150,US,null,null,null,null,null,1215,null,null,0
10450,prdb-9157,US,null,null,null,null,null,1246,null,null,0
10459,prdb-9166,US,null,null,null,null,null,1464,null,null,0
10461,prdb-9168,US,null,null,null,null,null,193,null,null,0
10466,prdb-9173,US,null,null,null,null,null,12,null,null,0
10473,prdb-9180,US,null,null,null,null,null,1746,null,null,0
10480,prdb-9187,US,null,null,null,null,null,2039,null,null,0
10498,prdb-9205,US,null,null,null,null,null,178,null,null,0
10508,prdb-9215,US,null,null,null,null,null,150,null,null,0
10515,prdb-9222,US,null,null,null,null,null,191,null,null,0
10522,prdb-9229,US,null,null,null,null,null,19,null,null,0
10524,prdb-9231,US,null,null,null,null,null,2,null,null,0
10539,prdb-9246,US,null,null,null,null,null,19320,null,null,0
10543,prdb-9250,US,null,null,null,null,null,2,null,null,0
10545,prdb-9252,US,null,null,null,null,null,157,null,null,0
10561,prdb-9268,US,null,null,null,null,null,2,null,null,0
10570,prdb-9277,US,null,null,null,null,null,1637,null,null,0
10573,prdb-9280,US,null,null,null,null,null,2040,null,null,0
10576,prdb-9283,US,null,null,null,null,null,177,null,null,0
10582,prdb-9289,US,null,null,null,null,null,1202,null,null,0
10591,prdb-9298,US,null,null,null,null,null,197,null,null,0
10592,prdb-9299,US,null,null,null,null,null,2,null,null,0
10598,prdb-9305,US,null,null,null,null,null,2011,null,null,0
10605,prdb-9312,US,null,null,null,null,null,16,null,null,0
10607,prdb-9314,US,null,null,null,null,null,2059,null,null,0
10611,prdb-9318,US,null,null,null,null,null,133,null,null,0
10612,prdb-9319,US,null,null,null,null,null,1567,null,null,0
10618,prdb-9325,US,null,null,null,null,null,19191,null,null,0
10620,prdb-9327,US,null,null,null,null,null,2116,null,null,0
10621,prdb-9328,US,null,null,null,null,null,1216,null,null,0
10622,prdb-9329,US,null,null,null,null,null,122,null,null,0
10630,prdb-9337,US,null,null,null,null,null,18156,null,null,0
10632,prdb-9339,US,null,null,null,null,null,1836,null,null,0
10639,prdb-9346,US,null,null,null,null,null,128211,null,null,0
10641,prdb-9348,US,null,null,null,null,null,150,null,null,0
